,head,variable,value
4149,Course2_W4-S2-L2_Evaluation_of_Named_Entity_Recognition_6-34,concept_vocab_index,vi1062
4150,Course3_W8-S1-L4_-_Question_Answering_Systems_1-2_-_14_slides_14-23,concept_vocab_index,vi817
4151,Course2_W2-S2-L3_Real-Word_Spelling_Correction_9-19,concept_vocab_index,vi873
4152,Course1_W9-S2-L7_Summary_3-01,concept_vocab_index,vi134
4153,Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,concept_vocab_index,vi468
4154,Course3_W1-S1-L5_-_Why_is_NLP_hard_-_18_slides_25-56,concept_vocab_index,vi1284
4155,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi171
4156,Course1_W6-S1-L2_Learning_Phrases_from_Alignments_Part_1_9-18,concept_vocab_index,vi586
4157,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi1206
4158,Course3_W6-S1-L5_-_Language_Modeling_2-3_-_13_slides_10-56,l_text_topics,topic_7
4159,Course3_W3-S1-L1_-_Semantic_Similarity-_Synonymy_and_other_Semantic_Relations_-_23__slides_14-38,concept_vocab_index,vi856
4160,Course2_W7-S2-L2_Scoring_with_the_Jaccard_Coefficient_5-06,concept_vocab_index,vi143
4161,Course3_W11-S1-L8_-_Semantic_Parsing_-_24_slides_09-30,concept_vocab_index,vi88
4162,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,concept_vocab_index,vi1341
4163,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi363
4164,Course1_W3-S2-L3_Basics_of_PCFGs_Part_2_8-26,concept_vocab_index,vi946
4165,Course1_W4-S2-L1_Introduction_00-17,level,level_1
4166,Course3_W11-S1-L2_-_Sentiment_Lexicons_-_12_slides_07-53,l_text_topics,topic_10
4167,Course1_W3-S2-L1_Introduction_1-12,concept_vocab_index,vi982
4168,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi984
4169,Course3_W9-S1-L6_-_Sentence_Simplification_-_8_slides_05-30,concept_vocab_index,vi270
4170,Course1_W2-S1-L5_The_Viterbi_Algorithm_for_HMMs_Part_1_14-07,concept_vocab_index,vi1206
4171,Course1_W5-S1-L5_Classical_Approaches_to_MT_Part_2_5-56,prerequisite,Course1_W5-S1-L4_Classical_Approaches_to_MT_Part_1_8-02
4172,Course2_W3-S2_L2_Sentiment_Analysis-_A_baseline_algorithm_13-27,concept_vocab_index,vi1233
4173,Course2_W7-S2-L6_The_Vector_Space_Model_16-22,concept_vocab_index,vi904
4174,Course2_W7-S2-L2_Scoring_with_the_Jaccard_Coefficient_5-06,prerequisite,Course2_W7-S2-L1_Introducing_Ranked_Retrieval_4-27
4175,Course1_W8-S1-L5_Parameters_in_Log-linear_Models_3-59,l_text_topics,topic_11
4176,Course2_W6-S1-L3_CKY_Parsing_23-25,concept_vocab_index,vi293
4177,Course2_W8-S1-L3_Word_Similarity_and_Thesaurus_Methods_16-17,concept_vocab_index,vi848
4178,Course3_W11-S1-L8_-_Semantic_Parsing_-_24_slides_09-30,concept_vocab_index,vi262
4179,Course3_W1-S1-L5_-_Why_is_NLP_hard_-_18_slides_25-56,concept_vocab_index,vi363
4180,Course2_W6-S2-L5_Latent_Variable_PCFGs_12-07,concept_vocab_index,vi1341
4181,Course1_W2-S1-L2_Generative_Models_for_Supervised_Learning_8-57,concept_vocab_index,vi351
4182,Course1_W4-S2-L6_Evaluation_of_Lexicalized_PCFGs_Part_1_9-32,concept_vocab_index,vi984
4183,Course2_W6-S1-L3_CKY_Parsing_23-25,concept_vocab_index,vi768
4184,Course2_W3-S2_L4_Learning_Sentiment_Lexicons_14-45,concept_vocab_index,vi29
4185,Course3_W6-S1-L5_-_Language_Modeling_2-3_-_13_slides_10-56,concept_vocab_index,vi1259
4186,Course3_W3-S1-L1_-_Semantic_Similarity-_Synonymy_and_other_Semantic_Relations_-_23__slides_14-38,concept_vocab_index,vi1267
4187,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi116
4188,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi988
4189,Course1_W9-S2-L7_Summary_3-01,level,level_1
4190,Course2_W6-S1-L2_Grammar_Transforms_12-05,concept_vocab_index,vi617
4191,Course1_W2-S1-L5_The_Viterbi_Algorithm_for_HMMs_Part_1_14-07,concept_vocab_index,vi873
4192,Course3_W11-S1-L6_-_Knowledge_Representation_-_15_slides_12-18,concept_vocab_index,vi693
4193,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi69
4194,Course3_W4-S1-L4_-_Earley_Parser_-_20_slides_16-34,concept_vocab_index,vi945
4195,Course1_W5-S2-L5_The_EM_Algorithm_for_IBM_Model_2_Part_1_5-09,l_text_topics,topic_0
4196,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,concept_vocab_index,vi1124
4197,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi262
4198,Course2_W3-S1-L9_Practical_Issues_in_Text_Classification_5-56,l_text_topics,topic_7
4199,Course1_W3-S1-L2_Introduction_to_the_Parsing_Problem_Part_1_10-37,concept_vocab_index,vi817
4200,Course1_W7-S1-L5_Definition_of_Log-linear_Models_Part_1_11-50,l_text_topics,topic_11
4201,Course1_W3-S1-L6_A_Simple_Grammar_for_English_Part_1_10-32,concept_vocab_index,vi71
4202,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi993
4203,Course3_W4-S1-L4_-_Earley_Parser_-_20_slides_16-34,concept_vocab_index,vi1072
4204,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,concept_vocab_index,vi1266
4205,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi245
4206,Course3_W10-S1-L1_-_Collocations_-_20_slides_11-54,concept_vocab_index,vi538
4207,Course1_W1-S1-L1_Introduction_Part_1_11-17,concept_vocab_index,vi991
4208,Course1_W7-S1-L7_Parameter_Estimation_in_Log-linear_Models_Part_1_12-44,concept_vocab_index,vi790
4209,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,concept_vocab_index,vi1333
4210,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02,concept_vocab_index,vi1442
4211,Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,concept_vocab_index,vi621
4212,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi245
4213,Course3_W9-S1-L3_-_Summarization_Techniques_2-3_-_27_slides_20-34,concept_vocab_index,vi270
4214,Course1_W5-S1-L6_Introduction_to_Statistical_MT_12-31,concept_vocab_index,vi116
4215,Course2_W4-S2-L2_Evaluation_of_Named_Entity_Recognition_6-34,concept_vocab_index,vi496
4216,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,concept_vocab_index,vi74
4217,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi1181
4218,Course3_W11-S1-L4_-_Representing_and_Understanding_Meaning_-_14_slides_09-22,l_text_topics,topic_12
4219,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,l_text_topics,topic_10
4220,Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06,concept_vocab_index,vi848
4221,Course1_W5-S1-L6_Introduction_to_Statistical_MT_12-31,concept_vocab_index,vi873
4222,Course2_W5-S1-L4_Smoothing-Regularization-Priors_for_Maxent_Models_29-24,concept_vocab_index,vi817
4223,Course3_W12-S1-L1_-_Discourse_Analysis_-_19_slides_14-56,concept_vocab_index,vi1206
4224,Course2_W3-S1-L6_Multinomial_Naive_Bayes-_A_Worked_Example_8-58,prerequisite,Course2_W3-S1-L5_Naive_Bayes-_Relationship_to_Language_Modeling_4-35
4225,Course2_W7-S1-L4_Query_Processing_with_the_Inverted_Index_6-43,concept_vocab_index,vi1051
4226,Course2_W1-S2-L5_Sentence_Segmentation_5-31,prerequisite,Course2_W1-S2-L4_Word_Normalization_and_Stemming_11-47
4227,Course3_W4-S1-L4_-_Earley_Parser_-_20_slides_16-34,concept_vocab_index,vi1443
4228,Course3_W7-S1-L6_-_Information_Extraction_-_10_slides_05-37,concept_vocab_index,vi1141
4229,Course3_W3-S1-L1_-_Semantic_Similarity-_Synonymy_and_other_Semantic_Relations_-_23__slides_14-38,concept_vocab_index,vi991
4230,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi14
4231,Course1_W7-S1-L2_Two_Example_Problems_11-19,concept_vocab_index,vi468
4232,Course2_W4-S1-L1_Generative_vs,concept_vocab_index,vi567
4233,Course3_W12-S1-L6_-__Machine_Translation_Noisy_Channel_Methods_-_22_slides_11-53,concept_vocab_index,vi124
4234,Course1_W9-S2-L6_Parameter_Estimation_with_the_Perceptron_Algorithm_6-11,l_text_topics,topic_6
4235,Course3_W9-S1-L3_-_Summarization_Techniques_2-3_-_27_slides_20-34,concept_vocab_index,vi116
4236,Course3_W12-S1-L6_-__Machine_Translation_Noisy_Channel_Methods_-_22_slides_11-53,concept_vocab_index,vi449
4237,Course3_W8-S1-L5_-_Question_Answering_Systems_2-2_-_9_slides_10-55,concept_vocab_index,vi351
4238,Course2_W3-S1-L3_Formalizing_the_Naive_Bayes_Classifier_9-28,concept_vocab_index,vi1079
4239,Course3_W6-S1-L2_-_Bayes_Theorem_-_8_slides_10-48,concept_vocab_index,vi55
4240,Course2_W7-S2-L3_Term_Frequency_Weighting_5-59,concept_vocab_index,vi1186
4241,Course2_W7-S1-L3_The_Inverted_Index_10-42,concept_vocab_index,vi1292
4242,Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,concept_vocab_index,vi1043
4243,Course3_W12-S1-L5_-_Machine_Translation_Basic_Techniques_-_13_slides_11-48,concept_vocab_index,vi1267
4244,Course1_W2-S1-L1_The_Tagging_Problem_10-01,concept_vocab_index,vi909
4245,Course3_W6-S1-L6_-_Language_Modeling_3-3_-_14_slides_15-06,concept_vocab_index,vi1022
4246,Course1_W9-S1-L6_Clusters_in_NE_Recognition_Part_1_11-33,concept_vocab_index,vi832
4247,Course1_W10-S1-L4_GLMs_for_Tagging_Part_2_7-35,prerequisite,Course1_W10-S1-L3_GLMs_for_Tagging_Part_1_5-26
4248,Course3_W11-S1-L4_-_Representing_and_Understanding_Meaning_-_14_slides_09-22,prerequisite,Course3_W11-S1-L3_-_Semantics_-_15_slides_07-24
4249,Course2_W8-S1-L2_WordNet_and_Other_Online_Thesauri_6-23,concept_vocab_index,vi1377
4250,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,concept_vocab_index,vi944
4251,Course2_W2-S1-L5_Smoothing-_Add-One_6-30,l_text_topics,topic_7
4252,Course2_W8-S3-L2_Generating_Snippets,concept_vocab_index,vi351
4253,Course1_W4-S2-L6_Evaluation_of_Lexicalized_PCFGs_Part_1_9-32,l_text_topics,topic_11
4254,Course2_W6-S3-L3_Dependencies_Encode_Relational_Structure_7-20,l_text_topics,topic_12
4255,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,concept_vocab_index,vi1206
4256,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,concept_vocab_index,vi984
4257,Course3_W11-S1-L6_-_Knowledge_Representation_-_15_slides_12-18,concept_vocab_index,vi1206
4258,Course2_W8-S2-L1_What_is_Question_Answering_7-28,concept_vocab_index,vi1022
4259,Course3_W5-S1-L2_-_Prepositional_phrase_attachment_1-3_-_15_slides_14-50,concept_vocab_index,vi1338
4260,Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,concept_vocab_index,vi255
4261,Course1_W9-S2-L5_GLMs_for_Parse_Reranking_10-36,concept_vocab_index,vi262
4262,Course1_W3-S1-L8_A_Simple_Grammar_for_English_Part_3_11-21,concept_vocab_index,vi468
4263,Course3_W12-S1-L3_-_Dialogue_Systems_-_18_slides_09-22,concept_vocab_index,vi55
4264,Course1_W4-S2-L7_Evaluation_of_Lexicalized_PCFGs_Part_2_11-28,concept_vocab_index,vi55
4265,Course2_W2-S1-L7_Good-Turing_Smoothing_15-35,concept_vocab_index,vi134
4266,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi642
4267,Course1_W9-S2-L6_Parameter_Estimation_with_the_Perceptron_Algorithm_6-11,concept_vocab_index,vi980
4268,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi1015
4269,Course2_W4-S2-L1_Introduction_to_Information_Extraction_9-18,l_text_topics,topic_5
4270,Course2_W2-S1-L2_Estimating_N-gram_Probabilities_9-38,concept_vocab_index,vi1283
4271,Course1_W3-S1-L7_A_Simple_Grammar_for_English_Part_2_5-30,l_text_topics,topic_10
4272,Course2_W8-S1-L2_WordNet_and_Other_Online_Thesauri_6-23,concept_vocab_index,vi1332
4273,Course3_W5-S1-L2_-_Prepositional_phrase_attachment_1-3_-_15_slides_14-50,concept_vocab_index,vi150
4274,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi33
4275,Course1_W6-S2-L5_The_Decoding_Algorithm_Part_2_6-23,concept_vocab_index,vi743
4276,Course1_W1-S1-L1_Introduction_Part_1_11-17,l_text_topics,topic_10
4277,Course1_W7-S1-L4_Features_in_Log-Linear_Models_Part_2_10-13,concept_vocab_index,vi1341
4278,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,concept_vocab_index,vi872
4279,Course1_W1-S1-L2_Introduction_Part_2_10-28,l_text_topics,topic_10
4280,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi1313
4281,Course3_W12-S1-L3_-_Dialogue_Systems_-_18_slides_09-22,concept_vocab_index,vi1146
4282,Course1_W1-S2-L5_Trigram_Language_Models_9-40,concept_vocab_index,vi743
4283,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi1003
4284,Course1_W4-S2-L6_Evaluation_of_Lexicalized_PCFGs_Part_1_9-32,l_text_topics,topic_12
4285,Course2_W8-S1-L4_Word_Similarity-_Distributional_Similarity_I_13-14,concept_vocab_index,vi1108
4286,Course1_W10-S2-L3_The_Dependency_Parsing_Problem_Part_2_13-53,concept_vocab_index,vi338
4287,Course2_W2-S1-L6_Interpolation_10-25,concept_vocab_index,vi116
4288,Course1_W5-S2-L7_The_EM_Algorithm_for_IBM_Model_2_Part_3_9-28,concept_vocab_index,vi345
4289,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,concept_vocab_index,vi386
4290,Course2_W4-S2-L3_Sequence_Models_for_Named_Entity_Recognition_15-05,concept_vocab_index,vi76
4291,Course1_W8-S1-L1_Introduction_1-41,concept_vocab_index,vi873
4292,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,concept_vocab_index,vi993
4293,Course1_W10-S1-L6_GLMs_for_Tagging_Part_4_6-00,concept_vocab_index,vi14
4294,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38,concept_vocab_index,vi538
4295,Course3_W9-S1-L2_-_Summarization_Techniques_1-3_-_26_slides_19-49,concept_vocab_index,vi1372
4296,Course1_W5-S2-L9_Summary_1-48,l_text_topics,topic_6
4297,Course2_W1-S2-L1_Regular_Expressions_11-25,concept_vocab_index,vi1229
4298,Course1_W9-S1-L4_The_Brown_Clustering_Algorithm_Part_2_8-30,level,level_1
4299,Course2_W4-S2-L2_Evaluation_of_Named_Entity_Recognition_6-34,concept_vocab_index,vi888
4300,Course3_W5-S1-L8_-_Alternative_Parsing_Formalisms_-_10_slides_10-03,concept_vocab_index,vi991
4301,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,l_text_topics,topic_4
4302,Course1_W9-S2-L3_Motivation_for_GLMs_6-34,concept_vocab_index,vi768
4303,Course3_W2-S1-L4_-_Morphological_Similarity-_Stemming_-_19_slides_15-05,concept_vocab_index,vi257
4304,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,concept_vocab_index,vi150
4305,Course2_W8-S2-L1_What_is_Question_Answering_7-28,concept_vocab_index,vi1285
4306,Course1_W2-S1-L1_The_Tagging_Problem_10-01,concept_vocab_index,vi1003
4307,Course2_W4-S2-L1_Introduction_to_Information_Extraction_9-18,level,level_3
4308,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,concept_vocab_index,vi943
4309,Course2_W8-S1-L3_Word_Similarity_and_Thesaurus_Methods_16-17,concept_vocab_index,vi1377
4310,Course1_W2-S1-L1_The_Tagging_Problem_10-01,concept_vocab_index,vi1445
4311,Course2_W4-S1-L2_Making_features_from_text_for_discriminative_NLP_models_18-11,l_text_topics,topic_11
4312,Course2_W8-S1-L4_Word_Similarity-_Distributional_Similarity_I_13-14,concept_vocab_index,vi71
4313,Course2_W8-S3-L2_Generating_Snippets,concept_vocab_index,vi1206
4314,Course3_W10-S1-L2_-_Information_Retrieval_-_32_slides_21-38,concept_vocab_index,vi456
4315,Course3_W5-S1-L6_-_Lexicalized_Parsing_-_12_slides_09-06,level,level_2
4316,Course3_W10-S1-L5_-_Text_Clustering_-_17_slides_15-39,prerequisite,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36
4317,Course1_W8-S1-L5_Parameters_in_Log-linear_Models_3-59,concept_vocab_index,vi790
4318,Course1_W4-S2-L2_Lexicalization_of_a_Treebank_10-44,concept_vocab_index,vi993
4319,Course1_W4-S2-L5_Parameter_Estimation_in_Lexicalized_PCFGs_Part_2_9-08,concept_vocab_index,vi946
4320,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,prerequisite,Course3_W2-S1-L1_-_Parts_of_speech_-_17_slides_15-50
4321,Course2_W3-S2_L1_What_is_Sentiment_Analysis_7-17,concept_vocab_index,vi1186
4322,Course2_W8-S3-L4_Summarizing_Multiple_Documents,concept_vocab_index,vi984
4323,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,concept_vocab_index,vi568
4324,Course2_W2-S1-L7_Good-Turing_Smoothing_15-35,concept_vocab_index,vi171
4325,Course1_W6-S2-L1_Definition_of_the_Decoding_Problem_Part_1_9-12,l_text_topics,topic_6
4326,Course2_W7-S2-L8_Evaluating_Search_Engines_9-02,concept_vocab_index,vi55
4327,Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,concept_vocab_index,vi708
4328,Course3_W11-S1-L7_-_Inference_-_9_slides_06-45,concept_vocab_index,vi434
4329,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi1206
4330,Course2_W1-S3-L4_Weighted_Minimum_Edit_Distance_2-47,prerequisite,Course2_W1-S3-L3_Backtrace_for_Computing_Alignments_5-55
4331,Course3_W8-S1-L4_-_Question_Answering_Systems_1-2_-_14_slides_14-23,concept_vocab_index,vi1146
4332,Course2_W7-S1-L4_Query_Processing_with_the_Inverted_Index_6-43,prerequisite,Course2_W7-S1-L3_The_Inverted_Index_10-42
4333,Course1_W6-S2-L1_Definition_of_the_Decoding_Problem_Part_1_9-12,prerequisite,Course1_W6-S1-L5_A_Sketch_of_Phrase-based_Translation_8-17
4334,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,concept_vocab_index,vi1442
4335,Course1_W5-S2-L7_The_EM_Algorithm_for_IBM_Model_2_Part_3_9-28,l_text_topics,topic_6
4336,Course1_W5-S2-L1_Introduction_3-24,concept_vocab_index,vi561
4337,Course2_W2-S1-L6_Interpolation_10-25,concept_vocab_index,vi1421
4338,Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,concept_vocab_index,vi915
4339,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,concept_vocab_index,vi559
4340,Course2_W2-S1-L6_Interpolation_10-25,level,level_3
4341,Course1_W9-S2-L7_Summary_3-01,concept_vocab_index,vi984
4342,Course1_W10-S2-L7_Summary_2-50,concept_vocab_index,vi905
4343,Course1_W8-S2-L3_Representing_Trees_as_Decision_Sequences_Part_1_7-23,concept_vocab_index,vi14
4344,Course1_W6-S1-L2_Learning_Phrases_from_Alignments_Part_1_9-18,concept_vocab_index,vi180
4345,Course2_W3-S1-L3_Formalizing_the_Naive_Bayes_Classifier_9-28,concept_vocab_index,vi911
4346,Course1_W3-S1-L10_Examples_of_Ambiguity_5-56,concept_vocab_index,vi848
4347,Course3_W10-S1-L5_-_Text_Clustering_-_17_slides_15-39,concept_vocab_index,vi1108
4348,Course1_W5-S2-L3_IBM_Model_1_Part_2_9-01,l_text_topics,topic_4
4349,Course3_W12-S1-L1_-_Discourse_Analysis_-_19_slides_14-56,concept_vocab_index,vi1141
4350,Course3_W9-S1-L4_-_Summarization_Techniques_3-3_-_17_slides_10-23,concept_vocab_index,vi748
4351,Course2_W3-S1-L1_What_is_Text_Classification_8-12,concept_vocab_index,vi125
4352,Course3_W1-S1-L1_-_Introduction_-_11_slides_08-39,concept_vocab_index,vi124
4353,Course3_W8-S1-L1_-_Question_Answering_-_21_slides_21-39,l_text_topics,topic_10
4354,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,l_text_topics,topic_1
4355,Course2_W5-S3-L3_The_Exponential_Problem_in_Parsing_14-30,concept_vocab_index,vi586
4356,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,level,level_1
4357,Course3_W5-S1-L7_-_Dependency_Parsing_-_28_slides_18-04,concept_vocab_index,vi982
4358,Course1_W4-S2-L3_Lexicalized_PCFGs-_Basic_Definitions_12-40,concept_vocab_index,vi262
4359,Course3_W8-S1-L1_-_Question_Answering_-_21_slides_21-39,concept_vocab_index,vi117
4360,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,concept_vocab_index,vi78
4361,Course3_W2-S1-L7_-_Preprocessing_-_9_slides_11-48,concept_vocab_index,vi134
4362,Course3_W6-S1-L5_-_Language_Modeling_2-3_-_13_slides_10-56,concept_vocab_index,vi458
4363,Course2_W3-S1-L4_Naive_Bayes-_Learning_5-22,concept_vocab_index,vi909
4364,Course3_W9-S1-L1_-_Summarization_-_16_slides_11-50,level,level_2
4365,Course2_W2-S2-L3_Real-Word_Spelling_Correction_9-19,concept_vocab_index,vi1403
4366,Course2_W7-S2-L8_Evaluating_Search_Engines_9-02,concept_vocab_index,vi345
4367,Course3_W12-S1-L2_-_Coherence_-_19_slides_16-39,l_text_topics,topic_13
4368,Course3_W12-S1-L3_-_Dialogue_Systems_-_18_slides_09-22,concept_vocab_index,vi1206
4369,Course2_W3-S1-L6_Multinomial_Naive_Bayes-_A_Worked_Example_8-58,concept_vocab_index,vi226
4370,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,concept_vocab_index,vi468
4371,Course1_W6-S1-L4_Learning_Phrases_from_Alignments_Part_3_8-47,concept_vocab_index,vi62
4372,Course2_W4-S1-L6_Maximizing_the_Likelihood_10-29,concept_vocab_index,vi1434
4373,Course3_W9-S1-L5_-_Summarization_Evaluation_-_24_slides_25-49,l_text_topics,topic_5
4374,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,concept_vocab_index,vi391
4375,Course3_W10-S1-L2_-_Information_Retrieval_-_32_slides_21-38,concept_vocab_index,vi47
4376,Course2_W3-S2_L4_Learning_Sentiment_Lexicons_14-45,concept_vocab_index,vi1377
4377,Course3_W11-S1-L4_-_Representing_and_Understanding_Meaning_-_14_slides_09-22,concept_vocab_index,vi434
4378,Course3_W12-S1-L8_-_Text_Generation_-_11_slides_05-49,concept_vocab_index,vi470
4379,Course2_W6-S2-L5_Latent_Variable_PCFGs_12-07,concept_vocab_index,vi262
4380,Course1_W4-S2-L2_Lexicalization_of_a_Treebank_10-44,concept_vocab_index,vi386
4381,Course1_W10-S1-L2_Recap_of_GLMs_7-40,concept_vocab_index,vi982
4382,Course2_W5-S3-L3_The_Exponential_Problem_in_Parsing_14-30,concept_vocab_index,vi945
4383,Course2_W5-S1-L2_Feature_Overlap-Feature_Interaction_12-51,concept_vocab_index,vi134
4384,Course3_W9-S1-L5_-_Summarization_Evaluation_-_24_slides_25-49,concept_vocab_index,vi226
4385,Course3_W6-S1-L6_-_Language_Modeling_3-3_-_14_slides_15-06,concept_vocab_index,vi818
4386,Course2_W7-S1-L4_Query_Processing_with_the_Inverted_Index_6-43,concept_vocab_index,vi47
4387,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,concept_vocab_index,vi832
4388,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,concept_vocab_index,vi817
4389,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,concept_vocab_index,vi43
4390,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,concept_vocab_index,vi137
4391,Course1_W3-S1-L4_Context-Free_Grammars_Part_1_12-11,concept_vocab_index,vi218
4392,Course2_W2-S1-L3_Evaluation_and_Perplexity_11-09,l_text_topics,topic_5
4393,Course2_W6-S1-L5_Constituency_Parser_Evaluation_9-45,concept_vocab_index,vi134
