,head,variable,value,prob
175,Course2_W5-S1-L4_Smoothing-Regularization-Priors_for_Maxent_Models_29-24,prerequisite,Course2_W5-S1-L3_Conditional_Maxent_Models_for_Classification_4-11,1.0
176,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,prerequisite,Course2_W5-S1-L4_Smoothing-Regularization-Priors_for_Maxent_Models_29-24,1.0
177,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,prerequisite,Course2_W5-S2-L1_An_Intro_to_Parts_of_Speech_and_POS_Tagging_13-19,1.0
178,Course2_W5-S3-L1_Syntactic_Structure-_Constituency_vs_Dependency_8-46,prerequisite,Course2_W5-S2-L2_Some_Methods_and_Results_on_Sequence_Models_for_POS_Tagging_13-04,1.0
179,Course2_W5-S3-L2_Empirical-Data-Driven_Approach_to_Parsing_7-11,prerequisite,Course2_W5-S3-L1_Syntactic_Structure-_Constituency_vs_Dependency_8-46,1.0
180,Course2_W5-S3-L3_The_Exponential_Problem_in_Parsing_14-30,prerequisite,Course2_W5-S3-L2_Empirical-Data-Driven_Approach_to_Parsing_7-11,1.0
181,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,prerequisite,Course2_W5-S3-L3_The_Exponential_Problem_in_Parsing_14-30,1.0
182,Course2_W6-S1-L2_Grammar_Transforms_12-05,prerequisite,Course2_W6-S1-L1_CFGs_and_PCFGs_15-29,1.0
183,Course2_W6-S1-L3_CKY_Parsing_23-25,prerequisite,Course2_W6-S1-L2_Grammar_Transforms_12-05,1.0
184,Course2_W6-S1-L4_CKY_Example_21-52,prerequisite,Course2_W6-S1-L3_CKY_Parsing_23-25,1.0
185,Course2_W6-S1-L5_Constituency_Parser_Evaluation_9-45,prerequisite,Course2_W6-S1-L4_CKY_Example_21-52,1.0
186,Course2_W6-S2-L1_Lexicalization_of_PCFGs_7-03,prerequisite,Course2_W6-S1-L5_Constituency_Parser_Evaluation_9-45,1.0
187,Course2_W6-S2-L2_Charniaks_Model_18-23,prerequisite,Course2_W6-S2-L1_Lexicalization_of_PCFGs_7-03,1.0
188,Course2_W6-S2-L3_PCFG_Independence_Assumptions_9-44,prerequisite,Course2_W6-S2-L2_Charniaks_Model_18-23,1.0
189,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53,prerequisite,Course2_W6-S2-L3_PCFG_Independence_Assumptions_9-44,1.0
190,Course2_W6-S2-L5_Latent_Variable_PCFGs_12-07,prerequisite,Course2_W6-S2-L4_The_Return_of_Unlexicalized_PCFGs_20-53,1.0
191,Course2_W6-S3-L1_Dependency_Parsing_Introduction_10-25,prerequisite,Course2_W6-S2-L5_Latent_Variable_PCFGs_12-07,1.0
192,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,prerequisite,Course2_W6-S3-L1_Dependency_Parsing_Introduction_10-25,1.0
193,Course2_W6-S3-L3_Dependencies_Encode_Relational_Structure_7-20,prerequisite,Course2_W6-S3-L2_Greedy_Transition-Based_Parsing_31-05,1.0
194,Course2_W7-S1-L1_Introduction_to_Information_Retrieval_9-16,prerequisite,Course2_W6-S3-L3_Dependencies_Encode_Relational_Structure_7-20,1.0
195,Course2_W7-S1-L2_Term-Document_Incidence_Matrices_8-59,prerequisite,Course2_W7-S1-L1_Introduction_to_Information_Retrieval_9-16,1.0
196,Course2_W7-S1-L3_The_Inverted_Index_10-42,prerequisite,Course2_W7-S1-L2_Term-Document_Incidence_Matrices_8-59,1.0
197,Course2_W7-S1-L4_Query_Processing_with_the_Inverted_Index_6-43,prerequisite,Course2_W7-S1-L3_The_Inverted_Index_10-42,1.0
198,Course2_W7-S1-L5_Phrase_Queries_and_Positional_Indexes_19-45,prerequisite,Course2_W7-S1-L4_Query_Processing_with_the_Inverted_Index_6-43,1.0
199,Course2_W7-S2-L1_Introducing_Ranked_Retrieval_4-27,prerequisite,Course2_W7-S1-L5_Phrase_Queries_and_Positional_Indexes_19-45,1.0
200,Course2_W7-S2-L2_Scoring_with_the_Jaccard_Coefficient_5-06,prerequisite,Course2_W7-S2-L1_Introducing_Ranked_Retrieval_4-27,1.0
201,Course2_W7-S2-L3_Term_Frequency_Weighting_5-59,prerequisite,Course2_W7-S2-L2_Scoring_with_the_Jaccard_Coefficient_5-06,1.0
202,Course2_W7-S2-L4_Inverse_Document_Frequency_Weighting_10-16,prerequisite,Course2_W7-S2-L3_Term_Frequency_Weighting_5-59,1.0
203,Course2_W7-S2-L5_TF-IDF_Weighting_3-42,prerequisite,Course2_W7-S2-L4_Inverse_Document_Frequency_Weighting_10-16,1.0
204,Course2_W7-S2-L6_The_Vector_Space_Model_16-22,prerequisite,Course2_W7-S2-L5_TF-IDF_Weighting_3-42,1.0
205,Course2_W7-S2-L7_Calculating_TF-IDF_Cosine_Scores_12-47,prerequisite,Course2_W7-S2-L6_The_Vector_Space_Model_16-22,1.0
206,Course2_W7-S2-L8_Evaluating_Search_Engines_9-02,prerequisite,Course2_W7-S2-L7_Calculating_TF-IDF_Cosine_Scores_12-47,1.0
207,Course2_W8-S1-L1_Word_Senses_and_Word_Relations_11-50,prerequisite,Course2_W7-S2-L8_Evaluating_Search_Engines_9-02,1.0
208,Course2_W8-S1-L2_WordNet_and_Other_Online_Thesauri_6-23,prerequisite,Course2_W8-S1-L1_Word_Senses_and_Word_Relations_11-50,1.0
209,Course2_W8-S1-L3_Word_Similarity_and_Thesaurus_Methods_16-17,prerequisite,Course2_W8-S1-L2_WordNet_and_Other_Online_Thesauri_6-23,1.0
210,Course2_W8-S1-L4_Word_Similarity-_Distributional_Similarity_I_13-14,prerequisite,Course2_W8-S1-L3_Word_Similarity_and_Thesaurus_Methods_16-17,1.0
211,Course2_W8-S1-L5_Word_Similarity-_Distributional_Similarity_II_8-15,prerequisite,Course2_W8-S1-L4_Word_Similarity-_Distributional_Similarity_I_13-14,1.0
212,Course2_W8-S2-L1_What_is_Question_Answering_7-28,prerequisite,Course2_W8-S1-L5_Word_Similarity-_Distributional_Similarity_II_8-15,1.0
213,Course2_W8-S2-L2_Answer_Types_and_Query_Formulation_8-47,prerequisite,Course2_W8-S2-L1_What_is_Question_Answering_7-28,1.0
214,Course2_W8-S2-L3_Passage_Retrieval_and_Answer_Extraction_6-38,prerequisite,Course2_W8-S2-L2_Answer_Types_and_Query_Formulation_8-47,1.0
215,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,prerequisite,Course2_W8-S2-L3_Passage_Retrieval_and_Answer_Extraction_6-38,1.0
216,Course2_W8-S2-L5_Advanced-_Answering_Complex_Questions_4-52,prerequisite,Course2_W8-S2-L4_Using_Knowledge_in_QA_4-25,1.0
217,Course2_W8-S3-L1_Introduction_to_Summarization,prerequisite,Course2_W8-S2-L5_Advanced-_Answering_Complex_Questions_4-52,1.0
218,Course2_W8-S3-L2_Generating_Snippets,prerequisite,Course2_W8-S3-L1_Introduction_to_Summarization,1.0
219,Course2_W8-S3-L3_Evaluating_Summaries-_ROUGE,prerequisite,Course2_W8-S3-L2_Generating_Snippets,1.0
220,Course2_W8-S3-L4_Summarizing_Multiple_Documents,prerequisite,Course2_W8-S3-L3_Evaluating_Summaries-_ROUGE,1.0
221,Course3_W1-S1-L1_-_Introduction_-_11_slides_08-39,prerequisite,start,1.0
222,Course3_W1-S1-L2_-_Examples_of_Text_-_14_slides_07-52,prerequisite,Course3_W1-S1-L1_-_Introduction_-_11_slides_08-39,1.0
223,Course3_W1-S1-L3_-_Funny_Sentences_-_10_slides_06-35,prerequisite,Course3_W1-S1-L2_-_Examples_of_Text_-_14_slides_07-52,1.0
224,Course3_W1-S1-L4_-_Administrative_-__9_slides_08-07,prerequisite,Course3_W1-S1-L3_-_Funny_Sentences_-_10_slides_06-35,1.0
225,Course3_W1-S1-L5_-_Why_is_NLP_hard_-_18_slides_25-56,prerequisite,Course3_W1-S1-L4_-_Administrative_-__9_slides_08-07,1.0
226,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,prerequisite,Course3_W1-S1-L5_-_Why_is_NLP_hard_-_18_slides_25-56,1.0
227,Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,prerequisite,Course3_W1-S1-L6_-_Background_-_11_slides_16-55,1.0
228,Course3_W10-S1-L1_-_Collocations_-_20_slides_11-54,prerequisite,Course3_W1-S1-L7_-_Linguistics_-_23_slides_21-27,1.0
229,Course3_W10-S1-L2_-_Information_Retrieval_-_32_slides_21-38,prerequisite,Course3_W10-S1-L1_-_Collocations_-_20_slides_11-54,1.0
230,Course3_W10-S1-L3_-_Evaluation_of_IR_-_14_slides_11-15,prerequisite,Course3_W10-S1-L2_-_Information_Retrieval_-_32_slides_21-38,1.0
231,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,prerequisite,Course3_W10-S1-L3_-_Evaluation_of_IR_-_14_slides_11-15,1.0
232,Course3_W10-S1-L5_-_Text_Clustering_-_17_slides_15-39,prerequisite,Course3_W10-S1-L4_-_Text_Classification_-_26_slides_26-36,1.0
233,Course3_W10-S1-L6_-_Information_Retrieval_Toolkits_-_8_slides_02-38,prerequisite,Course3_W10-S1-L5_-_Text_Clustering_-_17_slides_15-39,1.0
234,Course3_W11-S1-L1_-_Sentiment_Analysis_-_17_slides_08-49,prerequisite,Course3_W10-S1-L6_-_Information_Retrieval_Toolkits_-_8_slides_02-38,1.0
235,Course3_W11-S1-L2_-_Sentiment_Lexicons_-_12_slides_07-53,prerequisite,Course3_W11-S1-L1_-_Sentiment_Analysis_-_17_slides_08-49,1.0
236,Course3_W11-S1-L3_-_Semantics_-_15_slides_07-24,prerequisite,Course3_W11-S1-L2_-_Sentiment_Lexicons_-_12_slides_07-53,1.0
237,Course3_W11-S1-L4_-_Representing_and_Understanding_Meaning_-_14_slides_09-22,prerequisite,Course3_W11-S1-L3_-_Semantics_-_15_slides_07-24,1.0
238,Course3_W11-S1-L5_-_First_Order_Logic_-_16_slides_07-37,prerequisite,Course3_W11-S1-L4_-_Representing_and_Understanding_Meaning_-_14_slides_09-22,1.0
239,Course3_W11-S1-L6_-_Knowledge_Representation_-_15_slides_12-18,prerequisite,Course3_W11-S1-L5_-_First_Order_Logic_-_16_slides_07-37,1.0
240,Course3_W11-S1-L7_-_Inference_-_9_slides_06-45,prerequisite,Course3_W11-S1-L6_-_Knowledge_Representation_-_15_slides_12-18,1.0
241,Course3_W11-S1-L8_-_Semantic_Parsing_-_24_slides_09-30,prerequisite,Course3_W11-S1-L7_-_Inference_-_9_slides_06-45,1.0
242,Course3_W12-S1-L1_-_Discourse_Analysis_-_19_slides_14-56,prerequisite,Course3_W11-S1-L8_-_Semantic_Parsing_-_24_slides_09-30,1.0
243,Course3_W12-S1-L2_-_Coherence_-_19_slides_16-39,prerequisite,Course3_W12-S1-L1_-_Discourse_Analysis_-_19_slides_14-56,1.0
244,Course3_W12-S1-L3_-_Dialogue_Systems_-_18_slides_09-22,prerequisite,Course3_W12-S1-L2_-_Coherence_-_19_slides_16-39,1.0
245,Course3_W12-S1-L4_-_Machine_Translation_-_21_slides_10-55,prerequisite,Course3_W12-S1-L3_-_Dialogue_Systems_-_18_slides_09-22,1.0
246,Course3_W12-S1-L5_-_Machine_Translation_Basic_Techniques_-_13_slides_11-48,prerequisite,Course3_W12-S1-L4_-_Machine_Translation_-_21_slides_10-55,1.0
247,Course3_W12-S1-L6_-__Machine_Translation_Noisy_Channel_Methods_-_22_slides_11-53,prerequisite,Course3_W12-S1-L5_-_Machine_Translation_Basic_Techniques_-_13_slides_11-48,1.0
248,Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36,prerequisite,Course3_W12-S1-L6_-__Machine_Translation_Noisy_Channel_Methods_-_22_slides_11-53,1.0
249,Course3_W12-S1-L8_-_Text_Generation_-_11_slides_05-49,prerequisite,Course3_W12-S1-L7_-_Machine_Translation_Advanced_Methods_-_13_slides_09-36,1.0
250,Course3_W2-S1-L1_-_Parts_of_speech_-_17_slides_15-50,prerequisite,Course3_W12-S1-L8_-_Text_Generation_-_11_slides_05-49,1.0
251,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,prerequisite,Course3_W2-S1-L1_-_Parts_of_speech_-_17_slides_15-50,1.0
252,Course3_W2-S1-L3_-_Text_Similarity-_Introduction_-_8_slides_07-27,prerequisite,Course3_W2-S1-L2_-_Morphology_and_the_Lexicon_-_20_slides_21-02,1.0
253,Course3_W2-S1-L4_-_Morphological_Similarity-_Stemming_-_19_slides_15-05,prerequisite,Course3_W2-S1-L3_-_Text_Similarity-_Introduction_-_8_slides_07-27,1.0
254,Course3_W2-S1-L5_-_Spelling_Similarity-_Edit_Distance_-_32_slides_21-23,prerequisite,Course3_W2-S1-L4_-_Morphological_Similarity-_Stemming_-_19_slides_15-05,1.0
255,Course3_W2-S1-L6_-_NACLO_-_11_slides_03-51,prerequisite,Course3_W2-S1-L5_-_Spelling_Similarity-_Edit_Distance_-_32_slides_21-23,1.0
256,Course3_W2-S1-L7_-_Preprocessing_-_9_slides_11-48,prerequisite,Course3_W2-S1-L6_-_NACLO_-_11_slides_03-51,1.0
257,Course3_W3-S1-L1_-_Semantic_Similarity-_Synonymy_and_other_Semantic_Relations_-_23__slides_14-38,prerequisite,Course3_W2-S1-L7_-_Preprocessing_-_9_slides_11-48,1.0
258,Course3_W3-S1-L2_-_Thesaurus-based_Word_Similarity_Methods_-_11_slides_07-52,prerequisite,Course3_W3-S1-L1_-_Semantic_Similarity-_Synonymy_and_other_Semantic_Relations_-_23__slides_14-38,1.0
259,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,prerequisite,Course3_W3-S1-L2_-_Thesaurus-based_Word_Similarity_Methods_-_11_slides_07-52,1.0
260,Course3_W3-S1-L4_-_Dimensionality_Reduction_-_38_slides_23-50,prerequisite,Course3_W3-S1-L3_-_The_Vector_Space_Model_-_15_slides_09-53,1.0
261,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,prerequisite,Course3_W3-S1-L4_-_Dimensionality_Reduction_-_38_slides_23-50,1.0
262,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,prerequisite,Course3_W3-S1-L5_-_NLP_Tasks_1-3_-_16_slides_14-45,1.0
263,Course3_W3-S1-L7_-_NLP_Tasks_3-3_-_21_slides_16-21,prerequisite,Course3_W3-S1-L6_-_NLP_Tasks_2-3_-_20_slides_15-33,1.0
264,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02,prerequisite,Course3_W3-S1-L7_-_NLP_Tasks_3-3_-_21_slides_16-21,1.0
265,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38,prerequisite,Course3_W4-S1-L1_-_Syntax_-_30_slides_31-02,1.0
266,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,prerequisite,Course3_W4-S1-L2_-_Parsing_-_22_slides_17-38,1.0
267,Course3_W4-S1-L4_-_Earley_Parser_-_20_slides_16-34,prerequisite,Course3_W4-S1-L3_-_Classic_Parsing_Methods_-_61_slides_25-05,1.0
268,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,prerequisite,Course3_W4-S1-L4_-_Earley_Parser_-_20_slides_16-34,1.0
269,Course3_W5-S1-L1_-_Parsing_Introduction_and_recap-Parsing_noun_sequences_-_20_slides_15-19,prerequisite,Course3_W4-S1-L5_-_The_Penn_Treebank_-_21_slides_17-55,1.0
270,Course3_W5-S1-L2_-_Prepositional_phrase_attachment_1-3_-_15_slides_14-50,prerequisite,Course3_W5-S1-L1_-_Parsing_Introduction_and_recap-Parsing_noun_sequences_-_20_slides_15-19,1.0
271,Course3_W5-S1-L3_-_Prepositional_phrase_attachment_2-3_-_20_slides_17-22,prerequisite,Course3_W5-S1-L2_-_Prepositional_phrase_attachment_1-3_-_15_slides_14-50,1.0
272,Course3_W5-S1-L4_-_Prepositional_phrase_attachment_3-3_-_18_slides_12-53,prerequisite,Course3_W5-S1-L3_-_Prepositional_phrase_attachment_2-3_-_20_slides_17-22,1.0
273,Course3_W5-S1-L5_-_Statistical_Parsing_-_29_slides_12-52,prerequisite,Course3_W5-S1-L4_-_Prepositional_phrase_attachment_3-3_-_18_slides_12-53,1.0
274,Course3_W5-S1-L6_-_Lexicalized_Parsing_-_12_slides_09-06,prerequisite,Course3_W5-S1-L5_-_Statistical_Parsing_-_29_slides_12-52,1.0
275,Course3_W5-S1-L7_-_Dependency_Parsing_-_28_slides_18-04,prerequisite,Course3_W5-S1-L6_-_Lexicalized_Parsing_-_12_slides_09-06,1.0
276,Course3_W5-S1-L8_-_Alternative_Parsing_Formalisms_-_10_slides_10-03,prerequisite,Course3_W5-S1-L7_-_Dependency_Parsing_-_28_slides_18-04,1.0
277,Course3_W6-S1-L1_-_Probabilities_-_17_slides_21-11,prerequisite,Course3_W5-S1-L8_-_Alternative_Parsing_Formalisms_-_10_slides_10-03,1.0
278,Course3_W6-S1-L2_-_Bayes_Theorem_-_8_slides_10-48,prerequisite,Course3_W6-S1-L1_-_Probabilities_-_17_slides_21-11,1.0
279,Course3_W6-S1-L3_-_Language_Modeling_1-3_-_18_slides_19-21,prerequisite,Course3_W6-S1-L2_-_Bayes_Theorem_-_8_slides_10-48,1.0
280,Course3_W6-S1-L4_-_Language_Modeling_1-3_contd_-__5_slides_03-05,prerequisite,Course3_W6-S1-L3_-_Language_Modeling_1-3_-_18_slides_19-21,1.0
281,Course3_W6-S1-L5_-_Language_Modeling_2-3_-_13_slides_10-56,prerequisite,Course3_W6-S1-L4_-_Language_Modeling_1-3_contd_-__5_slides_03-05,1.0
282,Course3_W6-S1-L6_-_Language_Modeling_3-3_-_14_slides_15-06,prerequisite,Course3_W6-S1-L5_-_Language_Modeling_2-3_-_13_slides_10-56,1.0
283,Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06,prerequisite,Course3_W6-S1-L6_-_Language_Modeling_3-3_-_14_slides_15-06,1.0
284,Course3_W7-S1-L1_-_Noisy_Channel_Model_-_8_slides_08-33,prerequisite,Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06,1.0
285,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,prerequisite,Course3_W7-S1-L1_-_Noisy_Channel_Model_-_8_slides_08-33,1.0
286,Course3_W7-S1-L3_-_Hidden_Markov_Models_1-2_-_30_slides_24-41,prerequisite,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08,1.0
287,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,prerequisite,Course3_W7-S1-L3_-_Hidden_Markov_Models_1-2_-_30_slides_24-41,1.0
288,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,prerequisite,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28,1.0
289,Course3_W7-S1-L6_-_Information_Extraction_-_10_slides_05-37,prerequisite,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28,1.0
290,Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,prerequisite,Course3_W7-S1-L6_-_Information_Extraction_-_10_slides_05-37,1.0
291,Course3_W8-S1-L1_-_Question_Answering_-_21_slides_21-39,prerequisite,Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26,1.0
292,Course3_W8-S1-L2_-_Evaluation_of_QA__System_Architecture_-_21_slides_21-59,prerequisite,Course3_W8-S1-L1_-_Question_Answering_-_21_slides_21-39,1.0
293,Course3_W8-S1-L3_-_System_Architecture_-_9_slides_08-03,prerequisite,Course3_W8-S1-L2_-_Evaluation_of_QA__System_Architecture_-_21_slides_21-59,1.0
294,Course3_W8-S1-L4_-_Question_Answering_Systems_1-2_-_14_slides_14-23,prerequisite,Course3_W8-S1-L3_-_System_Architecture_-_9_slides_08-03,1.0
295,Course3_W8-S1-L5_-_Question_Answering_Systems_2-2_-_9_slides_10-55,prerequisite,Course3_W8-S1-L4_-_Question_Answering_Systems_1-2_-_14_slides_14-23,1.0
296,Course3_W9-S1-L1_-_Summarization_-_16_slides_11-50,prerequisite,Course3_W8-S1-L5_-_Question_Answering_Systems_2-2_-_9_slides_10-55,1.0
297,Course3_W9-S1-L2_-_Summarization_Techniques_1-3_-_26_slides_19-49,prerequisite,Course3_W9-S1-L1_-_Summarization_-_16_slides_11-50,1.0
298,Course3_W9-S1-L3_-_Summarization_Techniques_2-3_-_27_slides_20-34,prerequisite,Course3_W9-S1-L2_-_Summarization_Techniques_1-3_-_26_slides_19-49,1.0
299,Course3_W9-S1-L4_-_Summarization_Techniques_3-3_-_17_slides_10-23,prerequisite,Course3_W9-S1-L3_-_Summarization_Techniques_2-3_-_27_slides_20-34,1.0
300,Course3_W9-S1-L5_-_Summarization_Evaluation_-_24_slides_25-49,prerequisite,Course3_W9-S1-L4_-_Summarization_Techniques_3-3_-_17_slides_10-23,1.0
301,Course3_W9-S1-L6_-_Sentence_Simplification_-_8_slides_05-30,prerequisite,Course3_W9-S1-L5_-_Summarization_Evaluation_-_24_slides_25-49,1.0
0,Course1_W1-S1-L1_Introduction_Part_1_11-17,level,level_1,1.0
1,Course1_W1-S1-L2_Introduction_Part_2_10-28,level,level_1,1.0
2,Course1_W1-S2-L1_Introduction_to_the_Language_Modeling_Problem_Part_1_6-17,level,level_1,1.0
3,Course1_W1-S2-L2_Introduction_to_the_Language_Modeling_Problem_Part_2_7-12,level,level_1,1.0
4,Course1_W1-S2-L3_Markov_Processes_Part_1_8-56,level,level_1,1.0
5,Course1_W1-S2-L4_Markov_Processes_Part_2_6-28,level,level_1,1.0
6,Course1_W1-S2-L5_Trigram_Language_Models_9-40,level,level_1,1.0
7,Course1_W1-S2-L6_Evaluating_Language_Models-_Perplexity_12-36,level,level_1,1.0
8,Course1_W1-S3-L1_Linear_Interpolation_Part_1_7-46,level,level_1,1.0
9,Course1_W1-S3-L2_Linear_Interpolation_Part_2_11-35,level,level_1,1.0
10,Course1_W1-S3-L3_Discounting_Methods_Part_1_9-26,level,level_1,1.0
11,Course1_W1-S3-L4_Discounting_Methods_Part_2_3-34,level,level_1,1.0
12,Course1_W1-S3-L5_Summary_2-31,level,level_1,1.0
13,Course1_W10-S1-L1_Introduction_1-02,level,level_1,1.0
14,Course1_W10-S1-L2_Recap_of_GLMs_7-40,level,level_1,1.0
15,Course1_W10-S1-L3_GLMs_for_Tagging_Part_1_5-26,level,level_1,1.0
16,Course1_W10-S1-L4_GLMs_for_Tagging_Part_2_7-35,level,level_1,1.0
17,Course1_W10-S1-L5_GLMs_for_Tagging_Part_3_7-06,level,level_1,1.0
18,Course1_W10-S1-L6_GLMs_for_Tagging_Part_4_6-00,level,level_1,1.0
19,Course1_W10-S2-L1_Introduction_0-37,level,level_1,1.0
20,Course1_W10-S2-L2_The_Dependency_Parsing_Problem_Part_1_5-21,level,level_1,1.0
21,Course1_W10-S2-L3_The_Dependency_Parsing_Problem_Part_2_13-53,level,level_1,1.0
22,Course1_W10-S2-L4_GLMs_for_Dependency_Parsing_Part_1_11-59,level,level_1,1.0
23,Course1_W10-S2-L5_GLMs_for_Dependency_Parsing_Part_2_8-28,level,level_1,1.0
24,Course1_W10-S2-L6_Experiments_with_GLMs_for_Dep,level,level_1,1.0
25,Course1_W10-S2-L7_Summary_2-50,level,level_1,1.0
26,Course1_W2-S1-L1_The_Tagging_Problem_10-01,level,level_1,1.0
27,Course1_W2-S1-L2_Generative_Models_for_Supervised_Learning_8-57,level,level_1,1.0
28,Course1_W2-S1-L3_Hidden_Markov_Models_HMMs-_Basic_Definitions_12-00,level,level_1,1.0
29,Course1_W2-S1-L4_Parameter_Estimation_in_HMMs_13-16,level,level_1,1.0
30,Course1_W2-S1-L5_The_Viterbi_Algorithm_for_HMMs_Part_1_14-07,level,level_1,1.0
31,Course1_W2-S1-L6_The_Viterbi_Algorithm_for_HMMs_Part_2_3-31,level,level_1,1.0
32,Course1_W2-S1-L7_The_Viterbi_Algorithm_for_HMMs_Part_3_7-33,level,level_1,1.0
33,Course1_W2-S1-L8_Summary_1-50,level,level_1,1.0
34,Course1_W3-S1-L10_Examples_of_Ambiguity_5-56,level,level_1,1.0
35,Course1_W3-S1-L1_Introduction_0-28,level,level_1,1.0
36,Course1_W3-S1-L2_Introduction_to_the_Parsing_Problem_Part_1_10-37,level,level_1,1.0
37,Course1_W3-S1-L3_Introduction_to_the_Parsing_Problem_Part_2_4-20,level,level_1,1.0
38,Course1_W3-S1-L4_Context-Free_Grammars_Part_1_12-11,level,level_1,1.0
39,Course1_W3-S1-L5_Context-Free_Grammars_Part_2_2-22,level,level_1,1.0
40,Course1_W3-S1-L6_A_Simple_Grammar_for_English_Part_1_10-32,level,level_1,1.0
41,Course1_W3-S1-L7_A_Simple_Grammar_for_English_Part_2_5-30,level,level_1,1.0
42,Course1_W3-S1-L8_A_Simple_Grammar_for_English_Part_3_11-21,level,level_1,1.0
43,Course1_W3-S1-L9_A_Simple_Grammar_for_English_Part_4_2-20,level,level_1,1.0
44,Course1_W3-S2-L1_Introduction_1-12,level,level_1,1.0
45,Course1_W3-S2-L2_Basics_of_PCFGs_Part_1_9-43,level,level_1,1.0
46,Course1_W3-S2-L3_Basics_of_PCFGs_Part_2_8-26,level,level_1,1.0
47,Course1_W3-S2-L4_The_CKY_Parsing_Algorithm_Part_1__7-31,level,level_1,1.0
48,Course1_W3-S2-L5_The_CKY_Parsing_Algorithm_Part_2__13-22,level,level_1,1.0
49,Course1_W3-S2-L6_The_CKY_Parsing_Algorithm_Part_3_10-07,level,level_1,1.0
50,Course1_W4-S1-L1_Weaknesses_of_PCFGs_14-59,level,level_1,1.0
51,Course1_W4-S2-L1_Introduction_00-17,level,level_1,1.0
52,Course1_W4-S2-L2_Lexicalization_of_a_Treebank_10-44,level,level_1,1.0
53,Course1_W4-S2-L3_Lexicalized_PCFGs-_Basic_Definitions_12-40,level,level_1,1.0
54,Course1_W4-S2-L4_Parameter_Estimation_in_Lexicalized_PCFGs_Part_1_5-28,level,level_1,1.0
55,Course1_W4-S2-L5_Parameter_Estimation_in_Lexicalized_PCFGs_Part_2_9-08,level,level_1,1.0
56,Course1_W4-S2-L6_Evaluation_of_Lexicalized_PCFGs_Part_1_9-32,level,level_1,1.0
57,Course1_W4-S2-L7_Evaluation_of_Lexicalized_PCFGs_Part_2_11-28,level,level_1,1.0
58,Course1_W5-S1-L1_Opening_Comments_0-25,level,level_1,1.0
59,Course1_W5-S1-L2_introduction_2-03,level,level_1,1.0
60,Course1_W5-S1-L3_Challenges_in_MT_8-06,level,level_1,1.0
61,Course1_W5-S1-L4_Classical_Approaches_to_MT_Part_1_8-02,level,level_1,1.0
62,Course1_W5-S1-L5_Classical_Approaches_to_MT_Part_2_5-56,level,level_1,1.0
63,Course1_W5-S1-L6_Introduction_to_Statistical_MT_12-31,level,level_1,1.0
64,Course1_W5-S2-L1_Introduction_3-24,level,level_1,1.0
65,Course1_W5-S2-L2_IBM_Model_1_Part_1_13-06,level,level_1,1.0
66,Course1_W5-S2-L3_IBM_Model_1_Part_2_9-01,level,level_1,1.0
67,Course1_W5-S2-L4_IBM_Model_2_11-27,level,level_1,1.0
68,Course1_W5-S2-L5_The_EM_Algorithm_for_IBM_Model_2_Part_1_5-09,level,level_1,1.0
69,Course1_W5-S2-L6_The_EM_Algorithm_for_IBM_Model_2_Part_2_8-37,level,level_1,1.0
70,Course1_W5-S2-L7_The_EM_Algorithm_for_IBM_Model_2_Part_3_9-28,level,level_1,1.0
71,Course1_W5-S2-L8_The_EM_Algorithm_for_IBM_Model_2_Part_4_4-52,level,level_1,1.0
